profondeur	code	titre	parent	feuille
0	CULTURE_ET_LOISIR	Culture et Loisirs		N
1	LIVRES	Livres	CULTURE_ET_LOISIR	N
2	LIVRES_POUR_BEBE	Livres pour bébé	LIVRES	F
2	LIVRES_SONORES	Livres sonores	LIVRES	F
2	ROMANS_POUR_ENFANTS	Romans pour enfants	LIVRES	F
2	BANDES_DESSINEES	Bandes dessinées	LIVRES	F
2	ROMANS_POUR_ADULTES	Romans pour adultes	LIVRES	F
2	MANGAS	Mangas	LIVRES	F
2	MANUELS_SCOLAIRES	Manuels scolaires	LIVRES	F
2	FICTIONS	Fictions	LIVRES	F
2	NON_FICTION	Non-fiction	LIVRES	F
2	LIVRES_CUISINE	Cuisine	LIVRES	F
2	LIVRES_MAGAZINES	Magazines et revues	LIVRES	F
1	MUSIQUE	Musique	CULTURE_ET_LOISIR	N
2	VINYLES	Vinyles	MUSIQUE	F
2	CD	CD	MUSIQUE	F
2	CASSETTES_AUDIO	Cassettes audio	MUSIQUE	F
1	VIDEO	Vidéo	CULTURE_ET_LOISIR	N
2	DVD	DVD	VIDEO	F
2	BLURAY	Blu-ray	VIDEO	F
1	CARTES_A_COLLECTIONNER	Cartes à collectionner	CULTURE_ET_LOISIR	N
2	CARTE_A_L_UNITE	Carte à l'unité	CARTES_A_COLLECTIONNER	F
2	LOT_DE_CARTES	Lot de cartes	CARTES_A_COLLECTIONNER	F
2	BOOSTER	Booster	CARTES_A_COLLECTIONNER	F
1	CONSOLES	Consoles	CULTURE_ET_LOISIR	N
2	CONSOLES_PORTABLES	Consoles portables	CONSOLES	F
2	CONSOLES_DE_SALON	Consoles de salon	CONSOLES	F
1	JEUX_VIDEO	Jeux vidéo	CULTURE_ET_LOISIR	N
2	JEUX_VIDEO_PLAYSTATION	Jeux PlayStation	JEUX_VIDEO	F
2	JEUX_VIDEO_XBOX	Jeux Xbox	JEUX_VIDEO	F
2	JEUX_VIDEO_NINTENDO	Jeux Nintendo	JEUX_VIDEO	F
2	JEUX_VIDEO_PC	Jeux PC	JEUX_VIDEO	F
2	JEUX_VIDEO_RETRO	Jeux rétro	JEUX_VIDEO	F
1	ORDINATEURS_ACCESSOIRES	High-tech et accessoires	CULTURE_ET_LOISIR	N
2	HOUSSES_ORDINATEUR_PORTABLE	Housses pour ordinateur portable	ORDINATEURS_ACCESSOIRES	F
2	HIGHTECH_COQUES_TELEPHONE	Coques et étuis de téléphone	ORDINATEURS_ACCESSOIRES	F
2	HIGHTECH_PROTECTIONS_ECRAN	Protections d’écran	ORDINATEURS_ACCESSOIRES	F
2	HIGHTECH_SUPPORTS_GRIPS	Supports, anneaux et bijoux de téléphone	ORDINATEURS_ACCESSOIRES	F
2	HIGHTECH_CHARGEURS_CABLES	Chargeurs, câbles et batteries externes	ORDINATEURS_ACCESSOIRES	F
2	HIGHTECH_AUDIO_CASQUES	Casques et écouteurs	ORDINATEURS_ACCESSOIRES	F
2	HIGHTECH_MONTRES_ACCESSOIRES	Bracelets et coques de montre connectée	ORDINATEURS_ACCESSOIRES	F
2	HIGHTECH_HOUSSES_TABLETTE	Housses de tablette et liseuse	ORDINATEURS_ACCESSOIRES	F
2	HIGHTECH_AUTRES	Autres accessoires high-tech	ORDINATEURS_ACCESSOIRES	F
1	LOISIRS_CREATIFS	Loisirs créatifs et couture	CULTURE_ET_LOISIR	N
2	LOISIRS_COUTURE	Couture et mercerie	LOISIRS_CREATIFS	F
2	LOISIRS_TRICOT_CROCHET	Tricot et crochet	LOISIRS_CREATIFS	F
2	LOISIRS_PEINTURE_DESSIN	Peinture et dessin	LOISIRS_CREATIFS	F
2	LOISIRS_BRODERIE	Broderie et point de croix	LOISIRS_CREATIFS	F
2	LOISIRS_SCRAPBOOKING	Scrapbooking et papeterie créative	LOISIRS_CREATIFS	F
2	LOISIRS_BIJOUX_DIY	Bijoux DIY	LOISIRS_CREATIFS	F
2	LOISIRS_MODELISME	Modélisme et maquettes	LOISIRS_CREATIFS	F
2	LOISIRS_CREATIFS_ENFANTS	Loisirs créatifs enfants	LOISIRS_CREATIFS	F
2	LOISIRS_FILAMENT_3D	Filament pour impression 3D	LOISIRS_CREATIFS	F
2	LOISIRS_AUTRES	Autres loisirs créatifs	LOISIRS_CREATIFS	F
1	COLLECTION	Collection	CULTURE_ET_LOISIR	N
2	HC_MEMORABILIA_SPORTS	Souvenirs de sport	COLLECTION	F
2	HC_MEMORABILIA_MUSIC	Souvenirs de musique	COLLECTION	F
2	HC_MEMORABILIA_FILMTV	Souvenirs TV et cinéma	COLLECTION	F
2	HC_MEMORABILIA_OTHER	Autres souvenirs	COLLECTION	F
2	HC_NUMISMATICS_BANKNOTES	Billets	COLLECTION	F
2	HC_NUMISMATICS_COINS	Pièces de monnaie	COLLECTION	F
2	HC_NUMISMATICS_LOTS	Lots de monnaies	COLLECTION	F
2	HC_NUMISMATICS_MEDALSTOKENS	Médailles et jetons	COLLECTION	F
2	HC_NUMISMATICS_SHARES	Titres et actions	COLLECTION	F
2	HC_PHILATELY_SINGLES	Timbres à l'unité	COLLECTION	F
2	HC_PHILATELY_LOTS	Lots de timbres	COLLECTION	F
2	HC_PHILATELY_FDC	Enveloppes premier jour	COLLECTION	F
2	HC_PHILATELY_GUIDES	Catalogues et guides de timbres	COLLECTION	F
2	HC_PHILATELY_TOOLS	Outils et matériel pour timbres	COLLECTION	F
2	HC_POSTCARDS	Cartes postales	COLLECTION	F
1	COLLECTION_STORAGE	Rangement de collection	CULTURE_ET_LOISIR	N
2	HC_STORAGE_ALBUMS	Albums et classeurs	COLLECTION_STORAGE	F
2	HC_STORAGE_BOXES	Boîtes de rangement	COLLECTION_STORAGE	F
2	HC_STORAGE_SLEEVES	Protège-cartes souples	COLLECTION_STORAGE	F
2	HC_STORAGE_SCREWDOWNS	Protège-cartes rigides	COLLECTION_STORAGE	F
2	HC_STORAGE_DECKBOXES	Boîtes pour jeux de cartes	COLLECTION_STORAGE	F
2	HC_STORAGE_ALBUMDIVIDERS	Intercalaires	COLLECTION_STORAGE	F
2	HC_STORAGE_ALBUMREFILLS	Recharges pour albums	COLLECTION_STORAGE	F
2	HC_STORAGE_PUZZLEMATS	Tapis de puzzle	COLLECTION_STORAGE	F
2	HC_STORAGE_OTHER	Autres rangements	COLLECTION_STORAGE	F
2	HC_GAMING_ACC_DICE	Dés	COLLECTION_STORAGE	F
2	HC_GAMING_ACC_TOKENS	Jetons et marqueurs	COLLECTION_STORAGE	F
2	HC_GAMING_ACC_PLAYMATS	Tapis de jeu	COLLECTION_STORAGE	F
2	HC_GAMING_ACC_OTHER	Autres accessoires de jeux	COLLECTION_STORAGE	F
0	TOYS_AND_GAMES	Jeux et jouets		N
1	ACTION_FIGURES_NEW	Figurines et accessoires	TOYS_AND_GAMES	N
2	TOY_FIGURES	Figurines	ACTION_FIGURES_NEW	F
2	TOY_FIGURE_ACCESSORIES	Accessoires	ACTION_FIGURES_NEW	F
2	TOY_FIGURE_PLAYSET	Sets de jeux	ACTION_FIGURES_NEW	F
1	BOARD_GAMES	Jeux de société	TOYS_AND_GAMES	F
1	KID_CRAFTS	Loisirs créatifs	TOYS_AND_GAMES	N
2	KID_SMOCKS	Tabliers et blouses	KID_CRAFTS	F
2	KID_BEADS	Perles et fabrication de bijoux	KID_CRAFTS	F
2	KID_CLAY	Argile et pâte à modeler	KID_CRAFTS	F
2	KID_CRAFT_KIT	Kits créatifs	KID_CRAFTS	F
2	KID_DRAW_PAINT	Peinture et dessin	KID_CRAFTS	F
2	KID_EASELS	Tableaux et ardoises	KID_CRAFTS	F
2	KID_PRINT_STAMP	Pochoirs et tampons	KID_CRAFTS	F
2	KID_STICKER_STATIONERY	Gommettes et accessoires de papeterie	KID_CRAFTS	F
1	BABY_ACTIVITIES_TOYS	Activités et jouets pour bébé	TOYS_AND_GAMES	N
2	BABY_ACTIVITY_CENTER	Centres d'activités et trotteurs	BABY_ACTIVITIES_TOYS	F
2	BABY_GYMS	Tapis d'éveil et d'activités	BABY_ACTIVITIES_TOYS	F
2	BATH_TOYS	Jouets de bain	BABY_ACTIVITIES_TOYS	F
2	PUSH_PULL_TOYS	Jouets à pousser et à tirer	BABY_ACTIVITIES_TOYS	F
2	RATTLES_TOYS	Hochets	BABY_ACTIVITIES_TOYS	F
2	SORT_STACK_TOYS	Jouets de tri et d'empilement	BABY_ACTIVITIES_TOYS	F
2	TEETHERS	Jouets de dentition	BABY_ACTIVITIES_TOYS	F
1	CONSTRUCTION_NEW	Jeux de construction	TOYS_AND_GAMES	F
1	DOLLS_NEW	Poupées, poupons et accessoires	TOYS_AND_GAMES	N
2	DOLLS	Poupées et poupons	DOLLS_NEW	F
2	DOLL_CLOTHES_ACC	Accessoires pour poupée et poupon	DOLLS_NEW	F
2	DOLL_FURNITURE	Meubles et accessoires pour maison de poupée	DOLLS_NEW	F
2	DOLLHOUSE	Maisons de poupées	DOLLS_NEW	F
2	DOLL_PLAYSET	Kits de jeu pour poupée et poupon	DOLLS_NEW	F
1	TOY_PRETEND_PLAY	Déguisements	TOYS_AND_GAMES	F
1	EDUCATIONAL_TOYS_NEW	Jeux éducatifs	TOYS_AND_GAMES	N
2	FLASH_CARDS	Cartes flash	EDUCATIONAL_TOYS_NEW	F
2	PRISM_TOYS	Kaléidoscopes et prismes	EDUCATIONAL_TOYS_NEW	F
2	PHONICS_TOYS	Jeux de lecture et d'écriture	EDUCATIONAL_TOYS_NEW	F
2	STEM_TOYS	Jeux scientifiques et STEM	EDUCATIONAL_TOYS_NEW	F
2	OTHER_EDU_TOYS	Autres jeux éducatifs	EDUCATIONAL_TOYS_NEW	F
1	ELECTRONIC_NEW	Jeux et jouets électroniques	TOYS_AND_GAMES	N
2	AUDIOPLAYER_MEDIA	Musiques et histoires	ELECTRONIC_NEW	F
2	ELEC_PET	Peluches interactives	ELECTRONIC_NEW	F
2	KARAOKE_TOY	Équipements de karaoké pour enfants	ELECTRONIC_NEW	F
2	AUDIOPLAYER_TOY	Boîtes à musique et histoires	ELECTRONIC_NEW	F
2	RC_TOY	Jouets télécommandés	ELECTRONIC_NEW	F
2	KID_CAMERA	Appareils photo pour enfant	ELECTRONIC_NEW	F
2	WALKIE_TALKIE_TOY	Talkies-walkies	ELECTRONIC_NEW	F
2	OTHER_ELEC_TOY	Autres jeux et jouets électroniques	ELECTRONIC_NEW	F
1	MUSICAL_NEW	Jeux/jouets musicaux et instruments	TOYS_AND_GAMES	F
1	NOVELTY_FIDGET_TOYS	Jeux de cirque, fidgets et gadgets	TOYS_AND_GAMES	F
1	OUTDOOR_NEW	Jeux de sport et de plein air	TOYS_AND_GAMES	N
2	BALLPIT_TOYS	Piscines à balles et accessoires	OUTDOOR_NEW	F
2	BEACH_WATER_TOYS	Jeux d'eau et de plage	OUTDOOR_NEW	F
2	BUBBLE_TOYS	Machines et flacons à bulles	OUTDOOR_NEW	F
2	FOAMBLASTER_TOYS	Pistolets à projectiles en mousse et accessoires	OUTDOOR_NEW	F
2	GARDEN_GAMES	Autres jeux de plein air	OUTDOOR_NEW	F
2	KITE_ROCKET_TOY	Cerfs-volants et fusées	OUTDOOR_NEW	F
2	SANDPIT_WATERTABLE_TOY	Jeux de sable et d'eau	OUTDOOR_NEW	F
2	SPORTS_TOYS	Jeux de sport	OUTDOOR_NEW	F
1	STUFFED_ANIMALS_NEW	Peluches	TOYS_AND_GAMES	F
1	VEHICLE_TOYS	Voitures, trains et autres véhicules	TOYS_AND_GAMES	N
2	TOY_PLANES	Avions	VEHICLE_TOYS	F
2	TOY_CARS	Voitures	VEHICLE_TOYS	F
2	TOY_TRAINS	Trains	VEHICLE_TOYS	F
2	TRUCKS	Camions	VEHICLE_TOYS	F
2	TOY_TRACK_GARAGE	Circuits et garages	VEHICLE_TOYS	F
2	OTHER_TOY_VEHICLES	Autres véhicules	VEHICLE_TOYS	F
1	PUZZLES	Puzzles	TOYS_AND_GAMES	F
1	TABLETOP_GAMES	Jeux de plateau	TOYS_AND_GAMES	F
0	WOMEN_ROOT	Femmes		N
1	WOMENS	Vêtements	WOMEN_ROOT	N
2	COATS_JACKETS	Manteaux et vestes	WOMENS	N
3	CAPES_PONCHOS	Capes et ponchos	COATS_JACKETS	F
3	W_COATS	Manteaux	COATS_JACKETS	F
3	WOMEN_OUTERWEAR_VESTS	Vestes sans manches	COATS_JACKETS	F
3	W_JACKETS	Vestes	COATS_JACKETS	F
3	W_BOMBERS	Blousons mi-saison	COATS_JACKETS	F
3	W_RAINCOATS	Imperméables et coupe-vent	COATS_JACKETS	F
2	PULLOVERS_SWEATERS	Pulls, sweats et gilets	WOMENS	N
3	HOODIES_JUMPERS	Sweats & sweats à capuche	PULLOVERS_SWEATERS	F
3	PULLS_SWEATERS_VESTS	Pulls	PULLOVERS_SWEATERS	F
3	WOMEN_WAISTCOAT_SWEATER	Gilets	PULLOVERS_SWEATERS	F
3	W_NEW_SWEATERS	Sweats	PULLOVERS_SWEATERS	F
3	CARDIGANS	Cardigans	PULLOVERS_SWEATERS	F
3	WOM_PUL_OTHER	Autres pull-overs & sweat-shirts	PULLOVERS_SWEATERS	F
2	BLAZERS	Blazers et tailleurs	WOMENS	N
3	WOM_BLA_BLAZERS	Blazers	BLAZERS	F
3	W_PANTSUITS	Ensembles tailleur/pantalon	BLAZERS	F
3	W_SKIRT_SUITS	Jupes et robes tailleurs	BLAZERS	F
3	W_SUIT_SEPARATES	Tailleurs pièces séparées	BLAZERS	F
3	W_OTHER_SUITS_BLAZERS	Autres ensembles & tailleurs	BLAZERS	F
2	DRESSES	Robes	WOMENS	N
3	MAXI_DRESSES	Robes longues	DRESSES	F
3	OCCASIONAL_DRESSES	Robes pour occasions	DRESSES	F
3	SUMMER_DRESSES	Robes d'été	DRESSES	F
3	WINTER_DRESSES	Robes d'hiver	DRESSES	F
3	FORMAL_DRESSES	Robes chics	DRESSES	F
3	CASUAL_DRESSES	Robes casual	DRESSES	F
3	STRAPLESS_DRESSES	Robes sans bretelles	DRESSES	F
3	LITTLE_BLACK_DRESSES	Petites robes noires	DRESSES	F
3	JEANS_DRESSES_TUNICS	Robes en jean	DRESSES	F
3	WOM_DRE_OTHER	Autres robes	DRESSES	F
2	SKIRTS	Jupes	WOMENS	N
3	MINI_SKIRTS	Minijupes	SKIRTS	F
3	WOMEN_KNEE_LENGTH_SKIRTS_REAL	Jupes longueur genou	SKIRTS	F
3	KNEE_LENGTH_SKIRTS	Jupes midi	SKIRTS	F
3	MAXI_SKIRTS	Jupes longues	SKIRTS	F
3	WOMEN_ASYMMETRIC_SKIRTS	Jupes asymétriques	SKIRTS	F
3	WOMEN_SKORTS	Jupes-shorts	SKIRTS	F
2	TOPS_T_SHIRTS	Chemises, hauts et t-shirts	WOMENS	N
3	SHIRTS	Chemises	TOPS_T_SHIRTS	F
3	BLOUSES	Blouses	TOPS_T_SHIRTS	F
3	VESTS	Vestes	TOPS_T_SHIRTS	F
3	WOM_TOP_T_SHIRTS	T-shirts	TOPS_T_SHIRTS	F
3	WOM_TOP_T_SHIRTS_LONG_SLEEVE	T-shirts manches longues	TOPS_T_SHIRTS	F
3	TANK_TOPS	Débardeurs	TOPS_T_SHIRTS	F
3	TUNICS	Tuniques ou blouses	TOPS_T_SHIRTS	F
3	CROP_TOPS	Tops courts	TOPS_T_SHIRTS	F
3	SHORT_SLEEVE_BLOUSES	Blouses manches courtes	TOPS_T_SHIRTS	F
3	MIDDLE_SLEEVE_BLOUSES	Blouses ¾	TOPS_T_SHIRTS	F
3	LONG_SLEEVE_BLOUSES	Blouses manches longues	TOPS_T_SHIRTS	F
3	TOPS_BODIES	Bodies	TOPS_T_SHIRTS	F
3	TUBE_TOPS	Tops épaules dénudées	TOPS_T_SHIRTS	F
3	W_TURTLENECKS	Cols roulés	TOPS_T_SHIRTS	F
3	PEPLUM_TOPS	Tops peplum	TOPS_T_SHIRTS	F
3	HALTER_TOPS	Tops dos nu	TOPS_T_SHIRTS	F
3	WOM_TOP_OTHER	Autres hauts	TOPS_T_SHIRTS	F
2	JEANS	Jeans	WOMENS	N
3	W_CROPPED_JEANS	Jeans courts	JEANS	F
3	FLARED_JEANS	Jeans évasés	JEANS	F
3	W_HIGH_WAIST_JEANS	Jeans taille haute	JEANS	F
3	W_RIPPED_JEANS	Jeans troués	JEANS	F
3	W_SKINNY_JEANS	Jeans skinny	JEANS	F
3	W_STRAIGHT_JEANS	Jeans droits	JEANS	F
3	JEANS_OTHER	Autre	JEANS	F
2	TROUSERS	Pantalons et leggings	WOMENS	N
3	W_REGULAR_PANTS	Pantalons	TROUSERS	F
3	CROPPED_PANTS	Pantalons courts & chinos	TROUSERS	F
3	WIDE_LEG_PANTS	Pantalons à jambes larges	TROUSERS	F
3	SKINNY_TROUSERS	Pantalons skinny	TROUSERS	F
3	TAILORED_TROUSERS	Pantalons ajustés	TROUSERS	F
3	W_SLIM_STRAIGHT_PANTS	Pantalons droits	TROUSERS	F
3	LEATHER_TROUSERS	Pantalons en cuir	TROUSERS	F
3	LEGGINGS	Leggings	TROUSERS	F
3	JOGGINGS	Joggings	TROUSERS	F
3	HAREMS	Sarouels	TROUSERS	F
3	WOM_TRO_OTHER	Autres pantalons	TROUSERS	F
2	SHORTS_CAPRIS	Shorts	WOMENS	N
3	LOW_WAIST_SHORTS	Shorts taille basse	SHORTS_CAPRIS	F
3	HIGH_WASTED_SHORTS	Shorts taille haute	SHORTS_CAPRIS	F
3	MEDIUM_LENGTH_SHORTS	Shorts longueur genou	SHORTS_CAPRIS	F
3	JEANS_SHORTS	Short en jean	SHORTS_CAPRIS	F
3	LEATHER_SHORTS	Shorts en cuir	SHORTS_CAPRIS	F
3	CARGO_SHORTS	Shorts cargo	SHORTS_CAPRIS	F
3	CAPRI_TROUSERS	Pantacourts	SHORTS_CAPRIS	F
3	WOM_SHO_OTHER	Autres shorts	SHORTS_CAPRIS	F
2	JUMPSUITS_UK	Combinaisons et combishorts	WOMENS	N
3	W_JUMPSUITS	Combinaisons	JUMPSUITS_UK	F
3	W_ROMPERS	Combi Shorts	JUMPSUITS_UK	F
3	W_OTHER_ROMPERS_JUMPSUITS	Autres combinaisons & combishorts	JUMPSUITS_UK	F
2	SWIMWEAR	Maillots de bain	WOMENS	N
3	ONE_PIECES	Une pièce	SWIMWEAR	F
3	TWO_PIECE_SWIMWEAR	Deux pièces	SWIMWEAR	F
3	COVERUP_SWIMWEAR	Paréos et sarongs	SWIMWEAR	F
3	WOM_SWI_OTHER	Autres	SWIMWEAR	F
2	LINGERIE	Lingerie et pyjamas	WOMENS	N
3	BRAS	Soutiens-gorge	LINGERIE	F
3	PANTIES_THONGS	Culottes	LINGERIE	F
3	WOM_LIN_SETS	Ensembles	LINGERIE	F
3	NIGHTWEAR	Pyjamas et tenues de nuit	LINGERIE	F
3	DRESSING_GOWNS	Peignoirs	LINGERIE	F
3	INTIMATES_TIGHTS	Collants	LINGERIE	F
3	INTIMATES_SOCKS	Chaussettes	LINGERIE	F
3	LINGERIE_ACC	Accessoires de lingerie	LINGERIE	F
3	WOM_LIN_OTHER	Autres	LINGERIE	F
2	MATERNITY_CLOTHES_MAIN	Maternité	WOMENS	N
3	MATERNITY_TOPS	Tops maternité	MATERNITY_CLOTHES_MAIN	F
3	MATERNITY_DRESSES	Robes maternité	MATERNITY_CLOTHES_MAIN	F
3	MATERNITY_SKIRTS	Jupes maternité	MATERNITY_CLOTHES_MAIN	F
3	MATERNITY_PANTS	Pantalons maternité	MATERNITY_CLOTHES_MAIN	F
3	MATERNITY_SHORTS	Shorts maternité	MATERNITY_CLOTHES_MAIN	F
3	MATERNITY_ROMPERS_JUMPSUITS	Combinaisons & combi shorts maternité	MATERNITY_CLOTHES_MAIN	F
3	MATERNITY_HOODIES_SWEATERS	Pulls à capuche & pulls maternité	MATERNITY_CLOTHES_MAIN	F
3	MATERNITY_COATS_JACKETS	Manteaux & vestes maternité	MATERNITY_CLOTHES_MAIN	F
3	MATERNITY_SWIMWEAR_BEACHWEAR	Maillots & tenues de plage maternité	MATERNITY_CLOTHES_MAIN	F
3	MATERNITY_UNDERWEAR	Sous-vêtements maternité	MATERNITY_CLOTHES_MAIN	F
3	MATERNITY_SPORT	Vêtements de sport	MATERNITY_CLOTHES_MAIN	F
2	SPORTSWEAR_WOMEN	Vêtements de sport	WOMENS	N
3	WOM_SPO_OUTERWEAR	Vêtements d'extérieur	SPORTSWEAR_WOMEN	F
3	TRAINING_COSTUMES	Survêtements	SPORTSWEAR_WOMEN	F
3	WOM_SPO_TROUSERS	Pantalons & leggings	SPORTSWEAR_WOMEN	F
3	WOM_SPO_SHORTS	Shorts	SPORTSWEAR_WOMEN	F
3	WOM_SPO_DRESSES	Robes	SPORTSWEAR_WOMEN	F
3	WOM_SPO_SKIRTS	Jupes	SPORTSWEAR_WOMEN	F
3	WOM_SPO_TOPS_T_SHIRTS	Hauts & t-shirts	SPORTSWEAR_WOMEN	F
3	WOM_JERSEYS	Maillots	SPORTSWEAR_WOMEN	F
3	WOM_SPO_PULLOVERS_SWEATERS	Sweats et sweats à capuche	SPORTSWEAR_WOMEN	F
3	WOM_SPO_ACCESSORIES	Accessoires de sports	SPORTSWEAR_WOMEN	F
3	SPORTS_BRA	Brassières	SPORTSWEAR_WOMEN	F
3	WOM_SPO_OTHER	Autres	SPORTSWEAR_WOMEN	F
2	SPECIAL_OUTFITS_COSTUMES_W	Costumes et tenues particulières	WOMENS	F
2	OTHER_CLOTHES	Autres	WOMENS	F
1	FOOTWEAR	Chaussures	WOMEN_ROOT	N
2	WOMEN_BALLERINAS	Ballerines	FOOTWEAR	F
2	WOMEN_BOAT_SHOES_LOAFERS_MOCCASINS	Mocassins et chaussures bateau	FOOTWEAR	F
2	W_BOOTS	Bottes	FOOTWEAR	N
3	WOMEN_ANKLE_BOOTS	Bottines	W_BOOTS	F
3	WOMEN_MID_CALF_BOOTS	Bottes mi-hautes	W_BOOTS	F
3	KNEE_LENGHT_BOOTS	Bottes hautes	W_BOOTS	F
3	WOMEN_OVER_KNEE_BOOTS	Cuissardes	W_BOOTS	F
3	WOMEN_SNOW_BOOTS	Bottes de neige	W_BOOTS	F
3	WELLINGTON_BOOTS	Bottes de pluie	W_BOOTS	F
3	WOMEN_WORK_BOOTS	Bottes de travail	W_BOOTS	F
2	WOMEN_CLOGS_MULES	Mules et sabots	FOOTWEAR	F
2	WOMEN_ESPADRILLES	Espadrilles	FOOTWEAR	F
2	WOMEN_FLIPFLOPS_SLIDES	Claquettes et tongs	FOOTWEAR	F
2	HIGH_HEELS	Chaussures à talons	FOOTWEAR	F
2	WOMEN_LACE_UP_SHOES	Chaussures à lacets	FOOTWEAR	F
2	WOMEN_SANDALS	Sandales	FOOTWEAR	F
2	SLIPPERS	Chaussons et pantoufles	FOOTWEAR	F
2	WOMEN_SPORT_SHOES	Chaussures de sport	FOOTWEAR	N
3	WOMEN_BASKETBALL_SHOES	Chaussures de basket	WOMEN_SPORT_SHOES	F
3	WOMEN_CLIMBING_BOULDERING_SHOES	Chaussures d'escalade	WOMEN_SPORT_SHOES	F
3	WOMEN_CYCLING_SHOES	Chaussures de cyclisme	WOMEN_SPORT_SHOES	F
3	WOMEN_DANCE_SHOES	Chaussures de danse	WOMEN_SPORT_SHOES	F
3	WOMEN_FOOTBALL_BOOTS	Chaussures de foot	WOMEN_SPORT_SHOES	F
3	WOMEN_GOLF_SHOES	Chaussures de golf	WOMEN_SPORT_SHOES	F
3	WOMEN_HIKING_BOOTS_SHOES	Chaussures et bottes de randonnée	WOMEN_SPORT_SHOES	F
3	WOMEN_ICE_SKATES	Patins à glace	WOMEN_SPORT_SHOES	F
3	WOMEN_INDOOR_FOOTBALL_SHOES	Chaussures de foot en salle	WOMEN_SPORT_SHOES	F
3	WOMEN_INDOOR_TRAINING_SHOES	Chaussures de fitness	WOMEN_SPORT_SHOES	F
3	WOMEN_MOTORBIKE_BOOTS	Bottes de moto	WOMEN_SPORT_SHOES	F
3	WOMEN_ROLLER_SKATES_BLADES	Patins à roulettes et rollers	WOMEN_SPORT_SHOES	F
3	WOMEN_RUNNING_SHOES	Chaussures de course	WOMEN_SPORT_SHOES	F
3	WOMEN_SKI_BOOTS	Chaussures de ski	WOMEN_SPORT_SHOES	F
3	WOMEN_SNOWBOARD_BOOTS	Bottes de snowboard	WOMEN_SPORT_SHOES	F
3	WOMEN_SWIMMING_WATER_SHOES	Chaussures aquatiques	WOMEN_SPORT_SHOES	F
3	WOMEN_TENNIS_SHOES	Chaussures de tennis	WOMEN_SPORT_SHOES	F
2	WOMEN_TRAINERS	Baskets	FOOTWEAR	F
1	BAGS_BACKPACKS	Sacs	WOMEN_ROOT	N
2	BACKPACKS	Sacs à dos	BAGS_BACKPACKS	F
2	WOMEN_BASKET_BAGS	Sacs panier	BAGS_BACKPACKS	F
2	WOMEN_BEACH_BAGS	Sacs de plage	BAGS_BACKPACKS	F
2	WOMEN_BRIEFCASES	Mallettes	BAGS_BACKPACKS	F
2	W_BUM_BAGS	Sacs banane	BAGS_BACKPACKS	F
2	CLUTCHES	Pochettes	BAGS_BACKPACKS	F
2	WOMEN_GARMENT_BAGS	Housses pour vêtements	BAGS_BACKPACKS	F
2	WOMEN_GYM_BAGS	Sacs de sport	BAGS_BACKPACKS	F
2	HANDBAGS	Sacs à main	BAGS_BACKPACKS	F
2	W_HOLDALLS	Fourre-tout et sacs marins	BAGS_BACKPACKS	F
2	W_LUGGAGE	Sacs de voyage	BAGS_BACKPACKS	F
2	MAKE_UP_BAGS	Trousses à maquillage	BAGS_BACKPACKS	F
2	SATCHELS_NEW	Cartables et sacoches	BAGS_BACKPACKS	F
2	SHOULDER_BAGS	Sacs à bandoulière	BAGS_BACKPACKS	F
2	TOTE_BAGS	Sacs fourre-tout	BAGS_BACKPACKS	F
2	PURSES	Porte-monnaie	BAGS_BACKPACKS	F
2	WOMEN_WRISTLETS	Bracelets	BAGS_BACKPACKS	F
2	WASH_BAGS	Trousses de toilette	BAGS_BACKPACKS	F
2	WOMEN_BUCKET_BAGS	Sacs seau	BAGS_BACKPACKS	F
2	WOMEN_HOBO_BAGS	Besaces	BAGS_BACKPACKS	F
1	ACCESSORIES_JEWELLERY	Accessoires	WOMEN_ROOT	N
2	WOMEN_BANDANAS_HEADSCARVES	Bandanas et foulards pour cheveux	ACCESSORIES_JEWELLERY	F
2	BELTS	Ceintures	ACCESSORIES_JEWELLERY	F
2	GLOVES	Gants	ACCESSORIES_JEWELLERY	F
2	W_HAIR_ACCESSORIES	Accessoires pour cheveux	ACCESSORIES_JEWELLERY	F
2	JEWELRY	Bijoux	ACCESSORIES_JEWELLERY	N
3	ANKLETS_NEW	Bracelets de cheville	JEWELRY	F
3	WOMEN_BODY_JEWELLERY	Bijoux de corps	JEWELRY	F
3	BRACELETS	Bracelets	JEWELRY	F
3	BROOCHES	Broches	JEWELRY	F
3	WOMEN_CHARMS_PENDANTS	Breloques et pendentifs	JEWELRY	F
3	EARRINGS	Boucles d'oreilles	JEWELRY	F
3	WOM_ACC_JEW_SETS	Ensembles de bijoux	JEWELRY	F
3	NECKLACES_BEADS_PENDANTS	Colliers	JEWELRY	F
3	WOM_ACC_JEW_RINGS	Bagues	JEWELRY	F
3	WOM_ACC_JEW_OTHER	Autres bijoux	JEWELRY	F
2	WOM_ACC_HATS_CAPS	Chapeaux & casquettes	ACCESSORIES_JEWELLERY	N
3	WOMEN_BALACLAVAS	Cagoules	WOM_ACC_HATS_CAPS	F
3	WOMEN_BEANIES	Bonnets	WOM_ACC_HATS_CAPS	F
3	CAPS	Casquettes	WOM_ACC_HATS_CAPS	F
3	WOMEN_EARMUFFS	Cache-oreilles	WOM_ACC_HATS_CAPS	F
3	HATS	Chapeaux	WOM_ACC_HATS_CAPS	F
