profondeur	code	titre	parent	feuille
2	MAISON_KT_THERMOMETERS	Thermomètres alimentaires	MAISON_KITCHEN_TOOLS	F
1	MAISON_SMALL_APPLIANCES	Petits appareils de cuisine	MAISON	N
2	MAISON_SA_COFFEE	Préparation du café, du thé et de l'expresso	MAISON_SMALL_APPLIANCES	F
2	MAISON_SA_BLENDERS	Blenders, mixeurs et robots de cuisine	MAISON_SMALL_APPLIANCES	F
2	MAISON_SA_SPECIALTY	Appareils spécialisés	MAISON_SMALL_APPLIANCES	F
2	MAISON_SA_ACCESSORIES	Accessoires pour petits appareils de cuisine	MAISON_SMALL_APPLIANCES	F
2	MAISON_SA_FRYERS	Friteuses	MAISON_SMALL_APPLIANCES	F
2	MAISON_SA_GRILLS	Grils et planchas	MAISON_SMALL_APPLIANCES	F
2	MAISON_SA_JUICERS	Extracteurs de jus	MAISON_SMALL_APPLIANCES	F
2	MAISON_SA_SPARE_PARTS	Pièces détachées pour petits appareils de cuisine	MAISON_SMALL_APPLIANCES	F
2	MAISON_SA_KETTLES	Bouilloires	MAISON_SMALL_APPLIANCES	F
2	MAISON_SA_TOASTERS	Grille-pain	MAISON_SMALL_APPLIANCES	F
2	MAISON_SA_WATER_DISPENSERS	Distributeurs d'eau et de boissons	MAISON_SMALL_APPLIANCES	F
1	MAISON_OFFICE	Fournitures de bureau	MAISON	N
2	MAISON_OFFICE_WRITING	Fournitures d'écriture	MAISON_OFFICE	F
2	MAISON_OFFICE_PLANNERS	Agendas et organiseurs	MAISON_OFFICE	F
2	MAISON_OFFICE_PENCIL_CASES	Trousses	MAISON_OFFICE	F
2	MAISON_OFFICE_NOTEBOOKS	Carnets et blocs-notes	MAISON_OFFICE	F
2	MAISON_OFFICE_ACCESSORIES	Accessoires de bureau	MAISON_OFFICE	F
2	MAISON_OFFICE_ELECTRONICS	Matériel électronique de bureau	MAISON_OFFICE	F
2	MAISON_OFFICE_CALCULATORS	Calculatrices	MAISON_OFFICE	F
2	MAISON_OFFICE_BOOKMARKS	Marque-pages	MAISON_OFFICE	F
2	MAISON_OFFICE_DOC_ORG	Organiseurs de documents	MAISON_OFFICE	F
2	MAISON_OFFICE_TAPE	Rubans adhésifs, pinces et attaches	MAISON_OFFICE	F
2	MAISON_OFFICE_STAPLERS	Agrafeuses et perforatrices	MAISON_OFFICE	F
2	MAISON_OFFICE_DRAWING	Outils de dessin technique	MAISON_OFFICE	F
2	MAISON_OFFICE_PRESENTATION	Matériel de présentation	MAISON_OFFICE	F
1	MAISON_BAKING	Cuisson et pâtisserie	MAISON	N
2	MAISON_BAKING_ACCESSORIES	Accessoires pour la cuisine et la pâtisserie	MAISON_BAKING	F
2	MAISON_BAKING_MOLDS	Moules de cuisson	MAISON_BAKING	F
2	MAISON_BAKING_SPECIALTY	Matériel de cuisson et de pâtisserie spécialisé	MAISON_BAKING	F
2	MAISON_BAKING_POTS	Casseroles	MAISON_BAKING	F
2	MAISON_BAKING_OVEN_DISHES	Plats pour le four	MAISON_BAKING	F
2	MAISON_BAKING_PANS	Poêles	MAISON_BAKING	F
1	MAISON_OUTDOOR	Extérieur et jardin	MAISON	N
2	MAISON_OUTDOOR_POTS	Pots, jardinières et accessoires	MAISON_OUTDOOR	F
2	MAISON_OUTDOOR_GARDEN_DECO	Décorations de jardin et d'extérieur	MAISON_OUTDOOR	F
2	MAISON_OUTDOOR_POWER_ACCESSORIES	Accessoires pour outils électriques d'extérieur	MAISON_OUTDOOR	F
2	MAISON_OUTDOOR_POOLS	Spas, piscines et équipements	MAISON_OUTDOOR	F
2	MAISON_OUTDOOR_WATERING	Équipement d'arrosage	MAISON_OUTDOOR	F
2	MAISON_OUTDOOR_HAND_TOOLS	Outils manuels de jardin	MAISON_OUTDOOR	F
2	MAISON_OUTDOOR_GRILLING	Cuisine et grillade d'extérieur	MAISON_OUTDOOR	F
2	MAISON_OUTDOOR_POWER_TOOLS	Outils électriques d'extérieur	MAISON_OUTDOOR	F
2	MAISON_OUTDOOR_WEATHER	Instruments météorologiques	MAISON_OUTDOOR	F
2	MAISON_OUTDOOR_SNOW_TOOLS	Outils de déneigement	MAISON_OUTDOOR	F
1	MAISON_MAINTENANCE	Entretien de la maison	MAISON	N
2	MAISON_MAINT_VACUUMS	Aspirateurs et nettoyage	MAISON_MAINTENANCE	F
2	MAISON_MAINT_HEATING	Chauffage, climatisation et ventilation	MAISON_MAINTENANCE	F
2	MAISON_MAINT_IRONS	Fers à repasser et entretien du linge	MAISON_MAINTENANCE	F
0	SPORT	Sport		N
1	SPORT_CYCLING	Cyclisme	SPORT	N
2	SPORT_BIKE_HELMETS	Casques de vélo	SPORT_CYCLING	F
2	SPORT_BIKE_KIDS	Vélos pour enfant	SPORT_CYCLING	F
2	SPORT_BIKE_ACCESSORIES	Accessoires et outils pour vélo	SPORT_CYCLING	F
2	SPORT_BIKE_PARTS	Pièces pour vélo	SPORT_CYCLING	F
2	SPORT_BIKE_KID_SEATS	Sièges enfants pour vélo	SPORT_CYCLING	F
2	SPORT_BIKE_TRAILERS	Remorques pour vélo	SPORT_CYCLING	F
1	SPORT_HORSE	Équitation	SPORT	N
2	SPORT_HORSE_SADDLES	Selles et harnachement	SPORT_HORSE	F
2	SPORT_HORSE_PROTECTION	Protections d'équitation	SPORT_HORSE	F
2	SPORT_HORSE_HELMETS	Bombes d'équitation	SPORT_HORSE	F
2	SPORT_HORSE_GLOVES	Gants d'équitation	SPORT_HORSE	F
2	SPORT_HORSE_HELMET_COVERS	Couvre-casques d'équitation	SPORT_HORSE	F
1	SPORT_OUTDOOR	Sports de plein air	SPORT	N
2	SPORT_OUTDOOR_FISHING_HUNTING	Pêche et chasse	SPORT_OUTDOOR	F
2	SPORT_OUTDOOR_OTHER_ACCESSORIES	Autres accessoires de sports de plein air	SPORT_OUTDOOR	F
2	SPORT_OUTDOOR_HIKING_BAGS	Sacs de randonnée	SPORT_OUTDOOR	F
2	SPORT_OUTDOOR_TENTS	Tentes et matériel de couchage	SPORT_OUTDOOR	F
2	SPORT_OUTDOOR_BINOCULARS	Jumelles et longues-vues	SPORT_OUTDOOR	F
2	SPORT_OUTDOOR_LANTERNS	Torches, lampes frontales et lanternes	SPORT_OUTDOOR	F
2	SPORT_OUTDOOR_CLIMBING	Escalade et escalade de bloc	SPORT_OUTDOOR	F
2	SPORT_OUTDOOR_CAMP_COOKING	Réchauds et ustensiles de cuisine de camping	SPORT_OUTDOOR	F
2	SPORT_OUTDOOR_CAMP_FURNITURE	Meubles de camping	SPORT_OUTDOOR	F
2	SPORT_OUTDOOR_COOLERS	Glacières	SPORT_OUTDOOR	F
2	SPORT_OUTDOOR_HYDRATION	Systèmes et kits d'hydratation	SPORT_OUTDOOR	F
2	SPORT_OUTDOOR_COMPASSES	Boussoles	SPORT_OUTDOOR	F
2	SPORT_OUTDOOR_TREKKING_POLES	Bâtons de randonnée	SPORT_OUTDOOR	F
1	SPORT_FITNESS	Fitness, course à pied et yoga	SPORT	N
2	SPORT_FITNESS_HOME	Accessoires de fitness à domicile	SPORT_FITNESS	F
2	SPORT_FITNESS_BOTTLES	Gourdes	SPORT_FITNESS	F
2	SPORT_FITNESS_RUNNING	Course à pied	SPORT_FITNESS	F
2	SPORT_FITNESS_STRENGTH	Musculation	SPORT_FITNESS	F
2	SPORT_FITNESS_YOGA	Matériel de yoga et de pilates	SPORT_FITNESS	F
1	SPORT_WATER	Sports nautiques	SPORT	N
2	SPORT_WATER_SWIMMING	Natation	SPORT_WATER	F
2	SPORT_WATER_WETSUITS	Combinaisons, gants et chaussons	SPORT_WATER	F
2	SPORT_WATER_ACCESSORIES	Accessoires pour sports nautiques	SPORT_WATER	F
2	SPORT_WATER_PFD	Gilets de flottaison	SPORT_WATER	F
2	SPORT_WATER_INFLATABLES	Bateaux gonflables	SPORT_WATER	F
2	SPORT_WATER_HELMETS	Casques pour sports nautiques	SPORT_WATER	F
2	SPORT_WATER_TOWABLES	Bouées tractées	SPORT_WATER	F
2	SPORT_WATER_SKIMBOARDS	Skimboards	SPORT_WATER	F
1	SPORT_TEAM	Sports d'équipe	SPORT	N
2	SPORT_TEAM_FOOTBALL	Football	SPORT_TEAM	F
2	SPORT_TEAM_HANDBALL	Handball	SPORT_TEAM	F
2	SPORT_TEAM_VOLLEYBALL	Volley-ball	SPORT_TEAM	F
2	SPORT_TEAM_RUGBY	Rugby	SPORT_TEAM	F
2	SPORT_TEAM_AMERICAN_FOOTBALL	Football américain	SPORT_TEAM	F
2	SPORT_TEAM_BASEBALL	Baseball et softball	SPORT_TEAM	F
2	SPORT_TEAM_CRICKET	Cricket	SPORT_TEAM	F
2	SPORT_TEAM_FIELD_HOCKEY	Hockey sur gazon	SPORT_TEAM	F
2	SPORT_TEAM_FLOORBALL	Floorball	SPORT_TEAM	F
2	SPORT_TEAM_GAELIC	Sports gaéliques	SPORT_TEAM	F
2	SPORT_TEAM_LACROSSE	Lacrosse	SPORT_TEAM	F
2	SPORT_TEAM_NETBALL	Netball	SPORT_TEAM	F
2	SPORT_TEAM_OTHER	Autres équipements pour sports d'équipe	SPORT_TEAM	F
2	SPORT_TEAM_TRAINING	Matériel d'entraînement et d'arbitrage	SPORT_TEAM	F
2	SPORT_TEAM_BASKETBALL	Basketball	SPORT_TEAM	F
1	SPORT_WINTER	Sports d'hiver	SPORT	N
2	SPORT_WINTER_SKI_GEAR	Matériel de ski	SPORT_WINTER	F
2	SPORT_WINTER_HELMETS	Casques pour sports d'hiver	SPORT_WINTER	F
2	SPORT_WINTER_GOGGLES	Masques et lunettes de ski	SPORT_WINTER	F
2	SPORT_WINTER_SNOWBOARD_GEAR	Matériel de snowboard	SPORT_WINTER	F
2	SPORT_WINTER_ICE_HOCKEY	Hockey sur glace	SPORT_WINTER	F
2	SPORT_WINTER_FIGURE_SKATING	Accessoires de patinage artistique	SPORT_WINTER	F
2	SPORT_WINTER_SNOWSHOES	Raquettes à neige	SPORT_WINTER	F
2	SPORT_WINTER_GAITERS	Guêtres	SPORT_WINTER	F
1	SPORT_SKATE	Skateboards et trottinettes	SPORT	N
2	SPORT_SKATE_PROTECTION	Protections de skate	SPORT_SKATE	F
2	SPORT_SKATE_SKATEBOARD_PARTS	Pièces et accessoires pour skateboard	SPORT_SKATE	F
2	SPORT_SKATE_SKATING_PARTS	Pièces et accessoires pour skating	SPORT_SKATE	F
2	SPORT_SKATE_HELMETS	Casques de skate	SPORT_SKATE	F
1	SPORT_RACKET	Sports de raquette	SPORT	N
2	SPORT_RACKET_TENNIS	Tennis	SPORT_RACKET	F
2	SPORT_RACKET_PADEL	Padel	SPORT_RACKET	F
2	SPORT_RACKET_TABLE_TENNIS	Tennis de table	SPORT_RACKET	F
2	SPORT_RACKET_BADMINTON	Badminton	SPORT_RACKET	F
2	SPORT_RACKET_SQUASH	Squash	SPORT_RACKET	F
2	SPORT_RACKET_EYE_PROTECTION	Protections pour les yeux	SPORT_RACKET	F
2	SPORT_RACKET_PICKLEBALL	Pickleball	SPORT_RACKET	F
2	SPORT_RACKET_RACQUETBALL	Racquetball	SPORT_RACKET	F
1	SPORT_MARTIAL	Boxe et arts martiaux	SPORT	N
2	SPORT_MARTIAL_GLOVES	Gants de boxe et d'arts martiaux	SPORT_MARTIAL	F
2	SPORT_MARTIAL_OTHER	Autres équipements pour arts martiaux	SPORT_MARTIAL	F
2	SPORT_MARTIAL_BODY_PROTECTION	Protections pour le corps	SPORT_MARTIAL	F
2	SPORT_MARTIAL_BELTS	Ceintures d'arts martiaux	SPORT_MARTIAL	F
2	SPORT_MARTIAL_HEAD_PROTECTION	Protections pour la tête	SPORT_MARTIAL	F
2	SPORT_MARTIAL_HAND_WRAPS	Bandes de boxe	SPORT_MARTIAL	F
2	SPORT_MARTIAL_PUNCHING_BAGS	Sacs de frappe	SPORT_MARTIAL	F
2	SPORT_MARTIAL_PADS	Pattes d'ours, pao et boucliers	SPORT_MARTIAL	F
2	SPORT_MARTIAL_SPEED_BAGS	Poires de vitesse	SPORT_MARTIAL	F
1	SPORT_GOLF	Golf	SPORT	N
2	SPORT_GOLF_BALLS	Balles de golf	SPORT_GOLF	F
2	SPORT_GOLF_ACCESSORIES	Accessoires de golf	SPORT_GOLF	F
2	SPORT_GOLF_CLUBS	Clubs de golf	SPORT_GOLF	F
2	SPORT_GOLF_BAGS	Sacs de golf	SPORT_GOLF	F
2	SPORT_GOLF_TRAINING	Matériel d'entraînement pour le golf	SPORT_GOLF	F
2	SPORT_GOLF_GLOVES	Gants de golf	SPORT_GOLF	F
1	SPORT_LEISURE	Sports et jeux de loisir	SPORT	N
2	SPORT_LEISURE_DARTS	Matériel pour fléchettes	SPORT_LEISURE	F
2	SPORT_LEISURE_BOULES	Pétanque et autres jeux	SPORT_LEISURE	F
2	SPORT_LEISURE_BALLS	Balles et ballons	SPORT_LEISURE	F
2	SPORT_LEISURE_BILLIARDS	Billard et snooker	SPORT_LEISURE	F
2	SPORT_LEISURE_FRISBEE	Frisbee et disc golf	SPORT_LEISURE	F
2	SPORT_LEISURE_BOWLING	Bowling	SPORT_LEISURE	F
2	SPORT_LEISURE_SPIKEBALL	Roundnet et spikeball	SPORT_LEISURE	F
0	FAIT_MAIN	Fait main		N
1	FAIT_MAIN_BIJOUX	Bijoux (fait main)	FAIT_MAIN	F
1	FAIT_MAIN_VETEMENTS	Vêtements & accessoires (fait main)	FAIT_MAIN	F
1	FAIT_MAIN_MAISON_DECO	Maison & déco (fait main)	FAIT_MAIN	F
1	FAIT_MAIN_PAPETERIE	Papeterie & cartes (fait main)	FAIT_MAIN	F
1	FAIT_MAIN_BOIS	Bois & gravure (fait main)	FAIT_MAIN	F
